          0                 1                 2               3               4              5
   100.000000       86.4022827       74.1794281       64.1802216       56.4035759       50.0000000    
   100.000000       86.4309845       74.2258453       64.2266159       56.4322395       50.0000000    
   100.000000       86.4594574       74.2718964       64.2726440       56.4606743       50.0000000    
   100.000000       86.4877014       74.3175735       64.3183060       56.4888840       50.0000000    
   100.000000       86.5157166       74.3628922       64.3636017       56.5168686       50.0000000    
   100.000000       86.5435104       74.4078445       64.4085388       56.5446281       50.0000000    
   100.000000       86.5710831       74.4524384       64.4531174       56.5721664       50.0000000    
   100.000000       86.5984344       74.4966812       64.4973373       56.5994873       50.0000000    
   100.000000       86.6255646       74.5405655       64.5412064       56.6265907       50.0000000    
   100.000000       86.6524811       74.5841064       64.5847244       56.6534767       50.0000000    
   100.000000       86.6791840       74.6272964       64.6278992       56.6801491       50.0000000    
   100.000000       86.7056732       74.6701431       64.6707306       56.7066116       50.0000000    
   100.000000       86.7319489       74.7126465       64.7132187       56.7328606       50.0000000    
   100.000000       86.7580185       74.7548141       64.7553635       56.7589035       50.0000000    
   100.000000       86.7838745       74.7966461       64.7971725       56.7847366       50.0000000    
   100.000000       86.8095245       74.8381424       64.8386536       56.8103638       50.0000000    
   100.000000       86.8349762       74.8793030       64.8797989       56.8357887       50.0000000    
   100.000000       86.8602219       74.9201355       64.9206161       56.8610115       50.0000000    
   100.000000       86.8852692       74.9606476       64.9611130       56.8860321       50.0000000    
   100.000000       86.9101105       75.0008316       65.0012894       56.9108543       50.0000000    
   100.000000       86.9347534       75.0406952       65.0411453       56.9354782       50.0000000    
   100.000000       86.9592056       75.0802460       65.0806808       56.9599075       50.0000000    
   100.000000       86.9834595       75.1194763       65.1199036       56.9841423       50.0000000    
   100.000000       87.0075226       75.1583939       65.1588135       57.0081825       50.0000000    
   100.000000       87.0313873       75.1970062       65.1974106       57.0320320       50.0000000    
   100.000000       87.0550613       75.2353058       65.2357025       57.0556908       50.0000000    
   100.000000       87.0785522       75.2733002       65.2736893       57.0791626       50.0000000    
   100.000000       87.1018524       75.3109894       65.3113708       57.1024475       50.0000000    
   100.000000       87.1249695       75.3483810       65.3487549       57.1255455       50.0000000    
   100.000000       87.1478958       75.3854752       65.3858414       57.1484604       50.0000000    
   100.000000       87.1706467       75.4222717       65.4226303       57.1711922       50.0000000    
   100.000000       87.1932144       75.4587784       65.4591217       57.1937408       50.0000000    
   100.000000       87.2155991       75.4949951       65.4953232       57.2161102       50.0000000    
   100.000000       87.2378082       75.5309219       65.5312347       57.2383041       50.0000000    
   100.000000       87.2598343       75.5665588       65.5668640       57.2603188       50.0000000    
   100.000000       87.2816849       75.6019135       65.6022110       57.2821579       50.0000000    
